"Freq [MHz]","Gap [mm]","k1 []","I1 [A]","CoreLoss+SolidLoss [W]"
1,0.5,1,0.2,0.003224406761
1,0.5,1,0.25,0.005058152565
1,0.5,1,0.3,0.007309412213
1,0.5,1,0.35,0.009980658707
1,0.5,1,0.4,0.01307413805
1,0.5,1,0.45,0.01659191523
1,0.5,1,0.5,0.02053591226
1,0.5,1,0.55,0.02490793713
1,0.5,1,0.6,0.02970967485
1,0.5,1,0.65,0.03494276542
1,0.5,1,0.7,0.04060872883
1,0.5,1,0.75,0.04670904508
1,0.5,1,0.8,0.05324512418
1,0.5,1,0.85,0.06021833613
1,0.5,1,0.9,0.06762997092
1,0.5,1,0.95,0.07548131856
1,0.5,1,1,0.08377359904
1,0.5,1,1.05,0.09250801236
1,0.5,1,1.1,0.10168569853
1,0.5,1,1.15,0.1113077976
1,0.5,1,1.2,0.1213754094
1,0.5,1,1.25,0.1318895641
1,0.5,1,1.3,0.1428513817
1,0.5,1,1.35,0.1542618921
1,0.5,1,1.4,0.1661219953
1,0.5,1,1.45,0.1784326914
1,0.5,1,1.5,0.1911950803
1,0.5,1,1.55,0.2044098621
1,0.5,1,1.6,0.2180781367
1,0.5,1,1.65,0.2322008042
1,0.5,1,1.7,0.2467786645
1,0.5,1,1.75,0.2618126177
1,0.5,1,1.8,0.2773035637
1,0.5,1,1.85,0.2932523025
1,0.5,1,1.9,0.3096597342
1,0.5,1,1.95,0.3265266588
1,0.5,1,2,0.3438537761
1,0.5,1,2.05,0.3616419864
1,0.5,1,2.1,0.3798920895
1,0.5,1,2.15,0.3986047854
1,0.5,1,2.2,0.4177808741
1,0.5,1,2.25,0.4374210557
1,0.5,1,2.3,0.4575261302
1,0.5,1,2.35,0.4780968975
1,0.5,1,2.4,0.4991338577
1,0.5,1,2.45,0.5206380106
1,0.5,1,2.5,0.5426098565
1,0.5,1,2.6,0.5879595267
1,0.5,1,2.8,0.6843022812
1,0.5,1,3,0.7882046213
1,0.5,1,3.2,0.8997073469
1,0.5,1,3.4,1.0188494581
1,0.5,1,3.6,1.145670455
1,0.5,1,3.8,1.280204337
1,0.5,1,4,1.422488105
1,0.5,1,4.2,1.572556758
1,0.5,1,4.4,1.730442297
1,0.5,1,4.6,1.896177721
1,0.5,1,4.8,2.069795031
1,0.5,1,5,2.251326226
1,0.6,0,0.2,0.004498170473
1,0.6,0,0.25,0.007042913457
1,0.6,0,0.3,0.010160419339
1,0.6,0,0.35,0.01385248402
1,0.6,0,0.4,0.01812073449
1,0.6,0,0.45,0.02296667076
1,0.6,0,0.5,0.02839168683
1,0.6,0,0.55,0.03439708869
1,0.6,0,0.6,0.04098411936
1,0.6,0,0.65,0.04815394181
1,0.6,0,0.7,0.05590766607
1,0.6,0,0.75,0.06424638212
1,0.6,0,0.8,0.07317108996
1,0.6,0,0.85,0.08268279961
1,0.6,0,0.9,0.09278245105
1,0.6,0,0.95,0.10347095429
1,0.6,0,1,0.1147492193
1,0.6,0,1.05,0.1266181061
1,0.6,0,1.1,0.1390784448
1,0.6,0,1.15,0.1521310652
1,0.6,0,1.2,0.1657767574
1,0.6,0,1.25,0.1800163014
1,0.6,0,1.3,0.1948504473
1,0.6,0,1.35,0.2102799449
1,0.6,0,1.4,0.2263055443
1,0.6,0,1.45,0.2429278655
1,0.6,0,1.5,0.2601477085
1,0.6,0,1.55,0.2779656733
1,0.6,0,1.6,0.2963825599
1,0.6,0,1.65,0.3153988682
1,0.6,0,1.7,0.3350152984
1,0.6,0,1.75,0.3552325504
1,0.6,0,1.8,0.3760511242
1,0.6,0,1.85,0.3974717198
1,0.6,0,1.9,0.4194949371
1,0.6,0,1.95,0.4421212763
1,0.6,0,2,0.4653515373
1,0.6,0,2.05,0.48918602
1,0.6,0,2.1,0.5136255246
1,0.6,0,2.15,0.538670451
1,0.6,0,2.2,0.5643214991
1,0.6,0,2.25,0.5905790691
1,0.6,0,2.3,0.6174437608
1,0.6,0,2.35,0.6449161743
1,0.6,0,2.4,0.6729967097
1,0.6,0,2.45,0.7016859668
1,0.6,0,2.5,0.7309844457
1,0.6,0,2.6,0.791411069
1,0.6,0,2.8,0.9195966771
1,0.6,0,3,1.0575845339
1,0.6,0,3.2,1.205404139
1,0.6,0,3.4,1.363084094
1,0.6,0,3.6,1.530651697
1,0.6,0,3.8,1.708133749
1,0.6,0,4,1.895555749
1,0.6,0,4.2,2.092942698
1,0.6,0,4.4,2.300319596
1,0.6,0,4.6,2.517709443
1,0.6,0,4.8,2.745134239
1,0.6,0,5,2.982617983
1,0.6,0.6666666666666,0.2,0.002396833945
1,0.6,0.6666666666666,0.25,0.003759553195
1,0.6,0.6666666666666,0.3,0.005432354401
1,0.6,0.6666666666666,0.35,0.007417027462
1,0.6,0.6666666666666,0.4,0.009715200379
1,0.6,0.6666666666666,0.45,0.01232836915
1,0.6,0.6666666666666,0.5,0.01525792578
1,0.6,0.6666666666666,0.55,0.01850517726
1,0.6,0.6666666666666,0.6,0.0220713536
1,0.6,0.6666666666666,0.65,0.0259576318
1,0.6,0.6666666666666,0.7,0.03016511185
1,0.6,0.6666666666666,0.75,0.03469488376
1,0.6,0.6666666666666,0.8,0.03954794752
1,0.6,0.6666666666666,0.85,0.04472530313
1,0.6,0.6666666666666,0.9,0.05022789061
1,0.6,0.6666666666666,0.95,0.05605663994
1,0.6,0.6666666666666,1,0.06221244112
1,0.6,0.6666666666666,1.05,0.06869614416
1,0.6,0.6666666666666,1.1,0.07550859906
1,0.6,0.6666666666666,1.15,0.08265061581
1,0.6,0.6666666666666,1.2,0.09012299441
1,0.6,0.6666666666666,1.25,0.09792651488
1,0.6,0.6666666666666,1.3,0.10606192719
1,0.6,0.6666666666666,1.35,0.1145299714
1,0.6,0.6666666666666,1.4,0.1233313674
1,0.6,0.6666666666666,1.45,0.1324668653
1,0.6,0.6666666666666,1.5,0.141937035
1,0.6,0.6666666666666,1.55,0.1517427766
1,0.6,0.6666666666666,1.6,0.1618844901
1,0.6,0.6666666666666,1.65,0.1723630754
1,0.6,0.6666666666666,1.7,0.1831790325
1,0.6,0.6666666666666,1.75,0.1943329616
1,0.6,0.6666666666666,1.8,0.2058256624
1,0.6,0.6666666666666,1.85,0.2176576352
1,0.6,0.6666666666666,1.9,0.2298293797
1,0.6,0.6666666666666,1.95,0.2423416962
1,0.6,0.6666666666666,2,0.2551950845
1,0.6,0.6666666666666,2.05,0.2683900446
1,0.6,0.6666666666666,2.1,0.2819271766
1,0.6,0.6666666666666,2.15,0.2958070805
1,0.6,0.6666666666666,2.2,0.3100303562
1,0.6,0.6666666666666,2.25,0.3245974038
1,0.6,0.6666666666666,2.3,0.3395089232
1,0.6,0.6666666666666,2.35,0.3547653145
1,0.6,0.6666666666666,2.4,0.3703671777
1,0.6,0.6666666666666,2.45,0.3863150127
1,0.6,0.6666666666666,2.5,0.4026093195
1,0.6,0.6666666666666,2.6,0.4362393488
1,0.6,0.6666666666666,2.8,0.5076789696
1,0.6,0.6666666666666,3,0.5847169401
1,0.6,0.6666666666666,3.2,0.6673828603
1,0.6,0.6666666666666,3.4,0.7557050302
1,0.6,0.6666666666666,3.6,0.8497110497
1,0.6,0.6666666666666,3.8,0.949427719
1,0.6,0.6666666666666,4,1.0548799379
1,0.6,0.6666666666666,4.2,1.166092707
1,0.6,0.6666666666666,4.4,1.283092025
1,0.6,0.6666666666666,4.6,1.405898893
1,0.6,0.6666666666666,4.8,1.534538311
1,0.6,0.6666666666666,5,1.669031278
1,0.6,1,0.2,0.00316335786
1,0.6,1,0.25,0.004957237032
1,0.6,1,0.3,0.007157006086
1,0.6,1,0.35,0.009764455422
1,0.6,1,0.4,0.01278120904
1,0.6,1,0.45,0.01620876394
1,0.6,1,0.5,0.02004851113
1,0.6,1,0.55,0.02430175459
1,0.6,1,0.6,0.02896973034
1,0.6,1,0.65,0.03405360137
1,0.6,1,0.7,0.03955448769
1,0.6,1,0.75,0.04547344928
1,0.6,1,0.8,0.05181151616
1,0.6,1,0.85,0.05856965833
1,0.6,1,0.9,0.06574884577
1,0.6,1,0.95,0.0733499885
1,0.6,1,1,0.08137397651
1,0.6,1,1.05,0.0898216598
1,0.6,1,1.1,0.09869389837
1,0.6,1,1.15,0.1079914922
1,0.6,1,1.2,0.1177152414
1,0.6,1,1.25,0.1278659258
1,0.6,1,1.3,0.1384442855
1,0.6,1,1.35,0.1494510805
1,0.6,1,1.4,0.1608870508
1,0.6,1,1.45,0.1727528163
1,0.6,1,1.5,0.1850491771
1,0.6,1,1.55,0.1977767333
1,0.6,1,1.6,0.2109362847
1,0.6,1,1.65,0.2245283313
1,0.6,1,1.7,0.2385535733
1,0.6,1,1.75,0.2530126105
1,0.6,1,1.8,0.2679061431
1,0.6,1,1.85,0.2832347709
1,0.6,1,1.9,0.298998994
1,0.6,1,1.95,0.3151995124
1,0.6,1,2,0.331836826
1,0.6,1,2.05,0.348911635
1,0.6,1,2.1,0.3664243392
1,0.6,1,2.15,0.3843756387
1,0.6,1,2.2,0.4027660335
1,0.6,1,2.25,0.4215961236
1,0.6,1,2.3,0.4408663089
1,0.6,1,2.35,0.4605772896
1,0.6,1,2.4,0.4807293655
1,0.6,1,2.45,0.5013233367
1,0.6,1,2.5,0.5223595032
1,0.6,1,2.6,0.565760622
1,0.6,1,2.8,0.657891803
1,0.6,1,3,0.7571539086
1,0.6,1,3.2,0.8635762386
1,0.6,1,3.4,0.9771874932
1,0.6,1,3.6,1.0980153723
1,0.6,1,3.8,1.226084776
1,0.6,1,4,1.361423904
1,0.6,1,4.2,1.504055757
1,0.6,1,4.4,1.654005334
1,0.6,1,4.6,1.811295636
1,0.6,1,4.8,1.975950662
1,0.6,1,5,2.147992413
