!Keysight Technologies,E4990A,MY54403790,A.04.00
!Date: Tue Mar 19 12:11:57 2024

BEGIN CH1_DATA
Frequency(Hz), Ls(H)-data, Rs(Ohm)-data
+4.00000000000e+006, +1.81510579636e-006, +3.18679360931e-001
+4.10000000000e+006, +1.81509474148e-006, +3.23028146812e-001
+4.20000000000e+006, +1.81506991147e-006, +3.28254955348e-001
+4.30000000000e+006, +1.81505936041e-006, +3.31674730646e-001
+4.40000000000e+006, +1.81507006511e-006, +3.35853041956e-001
+4.50000000000e+006, +1.81508502244e-006, +3.40088844947e-001
+4.60000000000e+006, +1.81508331564e-006, +3.44013663791e-001
+4.70000000000e+006, +1.81511657064e-006, +3.48093978402e-001
+4.80000000000e+006, +1.81513713875e-006, +3.52208862901e-001
+4.90000000000e+006, +1.81517604556e-006, +3.55797477683e-001
+5.00000000000e+006, +1.81523005265e-006, +3.59711845622e-001
+5.10000000000e+006, +1.81523181767e-006, +3.62826335734e-001
+5.20000000000e+006, +1.81528935465e-006, +3.66613919730e-001
+5.30000000000e+006, +1.81532763506e-006, +3.70791974616e-001
+5.40000000000e+006, +1.81539347791e-006, +3.74579146233e-001
+5.50000000000e+006, +1.81545050293e-006, +3.78540171238e-001
+5.60000000000e+006, +1.81553532382e-006, +3.82614184949e-001
+5.70000000000e+006, +1.81560692507e-006, +3.86006928904e-001
+5.80000000000e+006, +1.81570905934e-006, +3.89677195826e-001
+5.90000000000e+006, +1.81581589799e-006, +3.93512164689e-001
+6.00000000000e+006, +1.81590764316e-006, +3.97155661202e-001
+6.10000000000e+006, +1.81602048650e-006, +4.01100775472e-001
+6.20000000000e+006, +1.81612897087e-006, +4.04787644131e-001
+6.30000000000e+006, +1.81623345032e-006, +4.08607498641e-001
+6.40000000000e+006, +1.81635332350e-006, +4.11976464522e-001
+6.50000000000e+006, +1.81648265014e-006, +4.15302694861e-001
+6.60000000000e+006, +1.81659613762e-006, +4.19592500022e-001
+6.70000000000e+006, +1.81672876330e-006, +4.22920369209e-001
+6.80000000000e+006, +1.81686601060e-006, +4.26199630149e-001
+6.90000000000e+006, +1.81701418458e-006, +4.30066246637e-001
+7.00000000000e+006, +1.81714823056e-006, +4.33261625765e-001
+7.10000000000e+006, +1.81731333880e-006, +4.37286027909e-001
+7.20000000000e+006, +1.81747010884e-006, +4.40574557480e-001
+7.30000000000e+006, +1.81763040865e-006, +4.43925227563e-001
+7.40000000000e+006, +1.81778292923e-006, +4.47003576876e-001
+7.50000000000e+006, +1.81794641513e-006, +4.50808792313e-001
+7.60000000000e+006, +1.81811690819e-006, +4.54280945309e-001
+7.70000000000e+006, +1.81828462486e-006, +4.57539287013e-001
+7.80000000000e+006, +1.81847337849e-006, +4.61407666061e-001
+7.90000000000e+006, +1.81865945884e-006, +4.65061681199e-001
+8.00000000000e+006, +1.81883668385e-006, +4.68479170311e-001
+8.10000000000e+006, +1.81901146617e-006, +4.72278897537e-001
+8.20000000000e+006, +1.81920876642e-006, +4.75953407099e-001
+8.30000000000e+006, +1.81939535216e-006, +4.79878133267e-001
+8.40000000000e+006, +1.81959867623e-006, +4.83509377599e-001
+8.50000000000e+006, +1.81980255034e-006, +4.86741327860e-001
+8.60000000000e+006, +1.82001151960e-006, +4.91484790950e-001
+8.70000000000e+006, +1.82021727347e-006, +4.95122116012e-001
+8.80000000000e+006, +1.82043114258e-006, +4.98547935009e-001
+8.90000000000e+006, +1.82064023782e-006, +5.02436214060e-001
+9.00000000000e+006, +1.82087155984e-006, +5.05718383236e-001
+9.10000000000e+006, +1.82110287105e-006, +5.09919130814e-001
+9.20000000000e+006, +1.82135449739e-006, +5.13460481303e-001
+9.30000000000e+006, +1.82158977544e-006, +5.17375574270e-001
+9.40000000000e+006, +1.82181670102e-006, +5.20617308313e-001
+9.50000000000e+006, +1.82216945063e-006, +5.27210815238e-001
+9.60000000000e+006, +1.82231340214e-006, +5.28140624980e-001
+9.70000000000e+006, +1.82256819786e-006, +5.31155206439e-001
+9.80000000000e+006, +1.82281299917e-006, +5.35000439157e-001
+9.90000000000e+006, +1.82307692936e-006, +5.38588399766e-001
+1.00000000000e+007, +1.82334195149e-006, +5.41862891538e-001
END
