!Keysight Technologies,E4990A,MY54403790,A.04.00
!Date: Tue Mar 19 12:12:57 2024

BEGIN CH1_DATA
Frequency(Hz), Ls(H)-data, Rs(Ohm)-data
+8.70000000000e+006, +2.09208928985e-006, +5.60303206447e-001
+8.80000000000e+006, +2.09242949253e-006, +5.64496223122e-001
+8.90000000000e+006, +2.09278814841e-006, +5.69507429730e-001
+9.00000000000e+006, +2.09313205816e-006, +5.73154825345e-001
+9.10000000000e+006, +2.09351266334e-006, +5.78369783306e-001
+9.20000000000e+006, +2.09387203473e-006, +5.82707256762e-001
+9.30000000000e+006, +2.09423610496e-006, +5.86609510181e-001
+9.40000000000e+006, +2.09462044017e-006, +5.91999782776e-001
+9.50000000000e+006, +2.09513868922e-006, +5.98908855415e-001
+9.60000000000e+006, +2.09539721355e-006, +6.01853264488e-001
+9.70000000000e+006, +2.09580055894e-006, +6.05995953007e-001
+9.80000000000e+006, +2.09617783421e-006, +6.10060616244e-001
+9.90000000000e+006, +2.09659386866e-006, +6.14065057756e-001
+1.00000000000e+007, +2.09703190937e-006, +6.19357286468e-001
END
