!Keysight Technologies,E4990A,MY54403790,A.04.00
!Date: Tue Mar 19 12:21:51 2024

BEGIN CH1_DATA
Frequency(Hz), Ls(H)-data, Rs(Ohm)-data
+3.50000000000e+006, +3.54992854957e-006, +4.86643627104e-001
+3.60000000000e+006, +3.55056528436e-006, +4.91734547859e-001
+3.70000000000e+006, +3.55095315109e-006, +5.00237416393e-001
+3.80000000000e+006, +3.55128783392e-006, +5.07541275135e-001
+3.90000000000e+006, +3.55111112902e-006, +5.09931981773e-001
+4.00000000000e+006, +3.55213488780e-006, +5.21973568963e-001
+4.10000000000e+006, +3.55256241369e-006, +5.29382179552e-001
+4.20000000000e+006, +3.55310819876e-006, +5.43344938195e-001
+4.30000000000e+006, +3.55353482237e-006, +5.45399432751e-001
+4.40000000000e+006, +3.55405530427e-006, +5.52264568681e-001
+4.50000000000e+006, +3.55458982755e-006, +5.58983581345e-001
+4.60000000000e+006, +3.55514895507e-006, +5.66687786315e-001
+4.70000000000e+006, +3.55576923780e-006, +5.74988326232e-001
+4.80000000000e+006, +3.55635309953e-006, +5.83080766496e-001
+4.90000000000e+006, +3.55698957799e-006, +5.89108948229e-001
+5.00000000000e+006, +3.55766598175e-006, +5.95700477977e-001
+5.10000000000e+006, +3.55833754532e-006, +6.03313938952e-001
+5.20000000000e+006, +3.55905302517e-006, +6.10494806065e-001
+5.30000000000e+006, +3.55973852481e-006, +6.18869486704e-001
+5.40000000000e+006, +3.56049712289e-006, +6.25995671328e-001
+5.50000000000e+006, +3.56123467623e-006, +6.33881050332e-001
+5.60000000000e+006, +3.56202241686e-006, +6.40133010200e-001
+5.70000000000e+006, +3.56284871519e-006, +6.48167468350e-001
+5.80000000000e+006, +3.56364419068e-006, +6.54451036915e-001
+5.90000000000e+006, +3.56450029481e-006, +6.61443383028e-001
+6.00000000000e+006, +3.56540310013e-006, +6.69951628948e-001
+6.10000000000e+006, +3.56627402199e-006, +6.76463221030e-001
+6.20000000000e+006, +3.56716716215e-006, +6.84167858314e-001
+6.30000000000e+006, +3.56810260334e-006, +6.91439407194e-001
+6.40000000000e+006, +3.56901512926e-006, +7.00147249122e-001
+6.50000000000e+006, +3.56999319754e-006, +7.10761163134e-001
+6.60000000000e+006, +3.57105753266e-006, +7.17141097475e-001
+6.70000000000e+006, +3.57202534982e-006, +7.24949475962e-001
+6.80000000000e+006, +3.57306185701e-006, +7.31285561758e-001
+6.90000000000e+006, +3.57411117190e-006, +7.39012102258e-001
+7.00000000000e+006, +3.57517961376e-006, +7.49906242905e-001
+7.10000000000e+006, +3.57624324643e-006, +7.52966304934e-001
+7.20000000000e+006, +3.57737765415e-006, +7.60790934949e-001
+7.30000000000e+006, +3.57849145772e-006, +7.67210344942e-001
+7.40000000000e+006, +3.57963409300e-006, +7.75944542210e-001
+7.50000000000e+006, +3.58077474971e-006, +7.82528933149e-001
+7.60000000000e+006, +3.58192597943e-006, +7.91434585474e-001
+7.70000000000e+006, +3.58320010960e-006, +7.98944458217e-001
+7.80000000000e+006, +3.58438418333e-006, +8.06806324719e-001
+7.90000000000e+006, +3.58568161638e-006, +8.16246229687e-001
+8.00000000000e+006, +3.58692847865e-006, +8.21318412513e-001
+8.10000000000e+006, +3.58813367969e-006, +8.32485110743e-001
+8.20000000000e+006, +3.58944208134e-006, +8.41428018008e-001
+8.30000000000e+006, +3.59072742122e-006, +8.49641860482e-001
+8.40000000000e+006, +3.59208356127e-006, +8.59116012415e-001
+8.50000000000e+006, +3.59339845662e-006, +8.68777096592e-001
+8.60000000000e+006, +3.59474487428e-006, +8.75033700887e-001
+8.70000000000e+006, +3.59615600126e-006, +8.83909096880e-001
+8.80000000000e+006, +3.59751398632e-006, +8.93074500793e-001
+8.90000000000e+006, +3.59896782771e-006, +9.01856813210e-001
+9.00000000000e+006, +3.60037050288e-006, +9.10730876576e-001
+9.10000000000e+006, +3.60187072862e-006, +9.20158937773e-001
+9.20000000000e+006, +3.60335696908e-006, +9.29922014837e-001
+9.30000000000e+006, +3.60486254337e-006, +9.38391603673e-001
+9.40000000000e+006, +3.60645122408e-006, +9.47900815917e-001
+9.50000000000e+006, +3.60792253849e-006, +9.51201782926e-001
+9.60000000000e+006, +3.60954638630e-006, +9.68419673927e-001
+9.70000000000e+006, +3.61109459615e-006, +9.77406026624e-001
+9.80000000000e+006, +3.61269203272e-006, +9.86902656749e-001
+9.90000000000e+006, +3.61427412681e-006, +9.97241271055e-001
+1.00000000000e+007, +3.61598250402e-006, +1.00571517692e+000
END
