!Keysight Technologies,E4990A,MY54403790,A.04.00
!Date: Fri Jun 07 13:21:42 2024

BEGIN CH1_DATA
Frequency(Hz), Ls(H)-data, Rs(Ohm)-data
+5.00000000000e+006, +3.48943539401e-007, +3.20081520826e-001
+5.10000000000e+006, +3.48996552825e-007, +3.21949785255e-001
+5.20000000000e+006, +3.49045985738e-007, +3.23745410920e-001
+5.30000000000e+006, +3.49099440158e-007, +3.25975707100e-001
+5.40000000000e+006, +3.49162887015e-007, +3.27771120613e-001
+5.50000000000e+006, +3.49228121273e-007, +3.29651946872e-001
+5.60000000000e+006, +3.49299053945e-007, +3.31509351818e-001
+5.70000000000e+006, +3.49373070920e-007, +3.33192378853e-001
+5.80000000000e+006, +3.49453283799e-007, +3.35016206162e-001
+5.90000000000e+006, +3.49542844407e-007, +3.36598616602e-001
+6.00000000000e+006, +3.49628211283e-007, +3.38297946130e-001
+6.10000000000e+006, +3.49721697992e-007, +3.40112347959e-001
+6.20000000000e+006, +3.49813795059e-007, +3.41797010327e-001
+6.30000000000e+006, +3.49901941908e-007, +3.44003104923e-001
+6.40000000000e+006, +3.50003688137e-007, +3.45929177385e-001
+6.50000000000e+006, +3.50101237386e-007, +3.47429271640e-001
+6.60000000000e+006, +3.50215453890e-007, +3.49384709948e-001
+6.70000000000e+006, +3.50328076207e-007, +3.51245752396e-001
+6.80000000000e+006, +3.50441745257e-007, +3.52855654615e-001
+6.90000000000e+006, +3.50562845147e-007, +3.54676892820e-001
+7.00000000000e+006, +3.50680985924e-007, +3.56538032868e-001
+7.10000000000e+006, +3.50810483304e-007, +3.57574831846e-001
+7.20000000000e+006, +3.50937022674e-007, +3.59408177063e-001
+7.30000000000e+006, +3.51074672444e-007, +3.61164256410e-001
+7.40000000000e+006, +3.51203477764e-007, +3.63082608534e-001
+7.50000000000e+006, +3.51339362490e-007, +3.64767664046e-001
+7.60000000000e+006, +3.51480589470e-007, +3.66333468117e-001
+7.70000000000e+006, +3.51622360949e-007, +3.68194989104e-001
+7.80000000000e+006, +3.51768668880e-007, +3.69883531920e-001
+7.90000000000e+006, +3.51911811524e-007, +3.72053404575e-001
+8.00000000000e+006, +3.52073946809e-007, +3.73522747351e-001
+8.10000000000e+006, +3.52216266443e-007, +3.75788480907e-001
+8.20000000000e+006, +3.52379836698e-007, +3.77552830949e-001
+8.30000000000e+006, +3.52539842818e-007, +3.79362911104e-001
+8.40000000000e+006, +3.52701697149e-007, +3.81415345905e-001
+8.50000000000e+006, +3.52867965908e-007, +3.83259866075e-001
+8.60000000000e+006, +3.53041128906e-007, +3.84706335738e-001
+8.70000000000e+006, +3.53213952935e-007, +3.86704373653e-001
+8.80000000000e+006, +3.53390401583e-007, +3.88561360569e-001
+8.90000000000e+006, +3.53571333383e-007, +3.90511520157e-001
+9.00000000000e+006, +3.53752825571e-007, +3.92492541337e-001
+9.10000000000e+006, +3.53939982066e-007, +3.94477679335e-001
+9.20000000000e+006, +3.54130340299e-007, +3.96202804109e-001
+9.30000000000e+006, +3.54321595727e-007, +3.98239508057e-001
+9.40000000000e+006, +3.54510586882e-007, +4.00388360772e-001
+9.50000000000e+006, +3.54690080205e-007, +4.01467482472e-001
+9.60000000000e+006, +3.54906835655e-007, +4.04459646212e-001
+9.70000000000e+006, +3.55110928411e-007, +4.06244634498e-001
+9.80000000000e+006, +3.55317716694e-007, +4.08421451490e-001
+9.90000000000e+006, +3.55528115798e-007, +4.10466540839e-001
+1.00000000000e+007, +3.55741415135e-007, +4.12525786112e-001
END
