!Keysight Technologies,E4990A,MY54403790,A.04.00
!Date: Tue Mar 19 14:11:11 2024

BEGIN CH1_DATA
Frequency(Hz), Ls(H)-data, Rs(Ohm)-data
+4.50000000000e+006, +1.05601021239e-006, +2.30112941435e-001
+4.60000000000e+006, +1.05596336212e-006, +2.32868237146e-001
+4.70000000000e+006, +1.05594437527e-006, +2.35676943408e-001
+4.80000000000e+006, +1.05591971763e-006, +2.38341078547e-001
+4.90000000000e+006, +1.05589492828e-006, +2.40593473511e-001
+5.00000000000e+006, +1.05587976097e-006, +2.43174392120e-001
+5.10000000000e+006, +1.05585100564e-006, +2.45775336521e-001
+5.20000000000e+006, +1.05584455201e-006, +2.48355131648e-001
+5.30000000000e+006, +1.05583035941e-006, +2.51137624464e-001
+5.40000000000e+006, +1.05581911643e-006, +2.53598039662e-001
+5.50000000000e+006, +1.05581622766e-006, +2.55907196299e-001
+5.60000000000e+006, +1.05581764827e-006, +2.58386271791e-001
+5.70000000000e+006, +1.05581427525e-006, +2.61234234941e-001
+5.80000000000e+006, +1.05581731376e-006, +2.63636183663e-001
+5.90000000000e+006, +1.05583039003e-006, +2.66093433794e-001
+6.00000000000e+006, +1.05584733998e-006, +2.68249175683e-001
+6.10000000000e+006, +1.05584674339e-006, +2.70764706337e-001
+6.20000000000e+006, +1.05585565892e-006, +2.73155147463e-001
+6.30000000000e+006, +1.05586842987e-006, +2.75439500814e-001
+6.40000000000e+006, +1.05588521907e-006, +2.78175148577e-001
+6.50000000000e+006, +1.05591316246e-006, +2.80356108997e-001
+6.60000000000e+006, +1.05593524388e-006, +2.82855135714e-001
+6.70000000000e+006, +1.05596582968e-006, +2.85185833477e-001
+6.80000000000e+006, +1.05598843840e-006, +2.87344120470e-001
+6.90000000000e+006, +1.05602109056e-006, +2.89839199738e-001
+7.00000000000e+006, +1.05605180192e-006, +2.92031443572e-001
+7.10000000000e+006, +1.05608641682e-006, +2.94484267256e-001
+7.20000000000e+006, +1.05611728976e-006, +2.96927668589e-001
+7.30000000000e+006, +1.05616010717e-006, +2.98914710920e-001
+7.40000000000e+006, +1.05620139762e-006, +3.01142709551e-001
+7.50000000000e+006, +1.05623502567e-006, +3.03445439826e-001
+7.60000000000e+006, +1.05628251559e-006, +3.05623922932e-001
+7.70000000000e+006, +1.05632281563e-006, +3.07892077233e-001
+7.80000000000e+006, +1.05638078768e-006, +3.09921596033e-001
+7.90000000000e+006, +1.05640912829e-006, +3.11760969235e-001
+8.00000000000e+006, +1.05646414494e-006, +3.13399713946e-001
+8.10000000000e+006, +1.05651272899e-006, +3.16346459454e-001
+8.20000000000e+006, +1.05654963008e-006, +3.18710364112e-001
+8.30000000000e+006, +1.05660522613e-006, +3.21089139222e-001
+8.40000000000e+006, +1.05665609669e-006, +3.23364476355e-001
+8.50000000000e+006, +1.05671512527e-006, +3.25734293998e-001
+8.60000000000e+006, +1.05672615948e-006, +3.26466736237e-001
+8.70000000000e+006, +1.05678229805e-006, +3.28250459135e-001
+8.80000000000e+006, +1.05684887854e-006, +3.30865136550e-001
+8.90000000000e+006, +1.05690950212e-006, +3.32860946610e-001
+9.00000000000e+006, +1.05697166778e-006, +3.34960764746e-001
+9.10000000000e+006, +1.05704350929e-006, +3.37414973691e-001
+9.20000000000e+006, +1.05711438730e-006, +3.39455299348e-001
+9.30000000000e+006, +1.05719430652e-006, +3.41727920296e-001
+9.40000000000e+006, +1.05725345432e-006, +3.43914820766e-001
+9.50000000000e+006, +1.05728692747e-006, +3.44074392287e-001
+9.60000000000e+006, +1.05740706181e-006, +3.48765424931e-001
+9.70000000000e+006, +1.05747846301e-006, +3.50800965283e-001
+9.80000000000e+006, +1.05755668875e-006, +3.52774810018e-001
+9.90000000000e+006, +1.05763509591e-006, +3.54935383783e-001
+1.00000000000e+007, +1.05772500350e-006, +3.57247109199e-001
END
