!Keysight Technologies,E4990A,MY54403790,A.04.00
!Date: Tue Mar 19 12:26:54 2024

BEGIN CH1_DATA
Frequency(Hz), Ls(H)-data, Rs(Ohm)-data
+4.10000000000e+006, +5.30278725606e-006, +7.76089326291e-001
+4.20000000000e+006, +5.30436908712e-006, +7.89748034727e-001
+4.30000000000e+006, +5.30587448914e-006, +8.01287468795e-001
+4.40000000000e+006, +5.30746347604e-006, +8.12262654428e-001
+4.50000000000e+006, +5.30911811095e-006, +8.24232777583e-001
+4.60000000000e+006, +5.31078554893e-006, +8.36790412230e-001
+4.70000000000e+006, +5.31262841808e-006, +8.50269956395e-001
+4.80000000000e+006, +5.31439063818e-006, +8.62808675086e-001
+4.90000000000e+006, +5.31628944017e-006, +8.75078807219e-001
+5.00000000000e+006, +5.31821417892e-006, +8.86075834596e-001
+5.10000000000e+006, +5.32013839159e-006, +8.98156444530e-001
+5.20000000000e+006, +5.32219065575e-006, +9.13068818015e-001
+5.30000000000e+006, +5.32427272124e-006, +9.26551550015e-001
+5.40000000000e+006, +5.32641064312e-006, +9.38628063696e-001
+5.50000000000e+006, +5.32855570242e-006, +9.51598027233e-001
+5.60000000000e+006, +5.33080957762e-006, +9.64285564033e-001
+5.70000000000e+006, +5.33302768229e-006, +9.77458929906e-001
+5.80000000000e+006, +5.33539396739e-006, +9.90527621403e-001
+5.90000000000e+006, +5.33775262417e-006, +1.00148798192e+000
+6.00000000000e+006, +5.34012277753e-006, +1.01382042553e+000
+6.10000000000e+006, +5.34260752757e-006, +1.02715500489e+000
+6.20000000000e+006, +5.34512959539e-006, +1.04171756528e+000
+6.30000000000e+006, +5.34769636412e-006, +1.05697173998e+000
+6.40000000000e+006, +5.35036886163e-006, +1.07208649056e+000
+6.50000000000e+006, +5.35301799241e-006, +1.08590766722e+000
+6.60000000000e+006, +5.35574141121e-006, +1.10023724784e+000
+6.70000000000e+006, +5.35856233563e-006, +1.11457833249e+000
+6.80000000000e+006, +5.36132111635e-006, +1.12678103256e+000
+6.90000000000e+006, +5.36423743584e-006, +1.14345027799e+000
+7.00000000000e+006, +5.36711911316e-006, +1.15837724069e+000
+7.10000000000e+006, +5.37007571093e-006, +1.17151025793e+000
+7.20000000000e+006, +5.37314575487e-006, +1.19258573142e+000
+7.30000000000e+006, +5.37616142965e-006, +1.20608478195e+000
+7.40000000000e+006, +5.37931960126e-006, +1.22199407461e+000
+7.50000000000e+006, +5.38238766195e-006, +1.23706821104e+000
+7.60000000000e+006, +5.38569136369e-006, +1.25558231277e+000
+7.70000000000e+006, +5.38894784685e-006, +1.27277846314e+000
+7.80000000000e+006, +5.39228409667e-006, +1.28837488521e+000
+7.90000000000e+006, +5.39561050653e-006, +1.30417862885e+000
+8.00000000000e+006, +5.39920183616e-006, +1.31943512689e+000
+8.10000000000e+006, +5.40250094604e-006, +1.33760366292e+000
+8.20000000000e+006, +5.40607344704e-006, +1.35637389951e+000
+8.30000000000e+006, +5.40956741327e-006, +1.37508800625e+000
+8.40000000000e+006, +5.41321489958e-006, +1.39402924974e+000
+8.50000000000e+006, +5.41688136091e-006, +1.41335180748e+000
+8.60000000000e+006, +5.42053509334e-006, +1.43699754676e+000
+8.70000000000e+006, +5.42434098863e-006, +1.45363416768e+000
+8.80000000000e+006, +5.42809401022e-006, +1.47563614627e+000
+8.90000000000e+006, +5.43197947573e-006, +1.49716396154e+000
+9.00000000000e+006, +5.43593375472e-006, +1.51167184161e+000
+9.10000000000e+006, +5.43996328257e-006, +1.53251337632e+000
+9.20000000000e+006, +5.44400385142e-006, +1.55620931473e+000
+9.30000000000e+006, +5.44808717936e-006, +1.57735059412e+000
+9.40000000000e+006, +5.45223375743e-006, +1.59807325430e+000
+9.50000000000e+006, +5.45608503556e-006, +1.61393231775e+000
+9.60000000000e+006, +5.46064913341e-006, +1.64118437435e+000
+9.70000000000e+006, +5.46500404162e-006, +1.66620104716e+000
+9.80000000000e+006, +5.46930703399e-006, +1.68936198810e+000
+9.90000000000e+006, +5.47362488825e-006, +1.70833651279e+000
+1.00000000000e+007, +5.47807692513e-006, +1.73419634284e+000
END
