!Keysight Technologies,E4990A,MY54403790,A.04.00
!Date: Tue Mar 19 14:04:36 2024

BEGIN CH1_DATA
Frequency(Hz), Ls(H)-data, Rs(Ohm)-data
+2.80000000000e+006, +3.50072825399e-006, +4.54968439083e-001
+2.90000000000e+006, +3.50289806805e-006, +4.64172178383e-001
+3.00000000000e+006, +3.50516185805e-006, +4.74181424907e-001
+3.10000000000e+006, +3.50754491753e-006, +4.84637799149e-001
+3.20000000000e+006, +3.51001401815e-006, +4.95564042176e-001
+3.30000000000e+006, +3.51265568102e-006, +5.06473329076e-001
+3.40000000000e+006, +3.51536869212e-006, +5.17428708749e-001
+3.50000000000e+006, +3.51796868534e-006, +5.27031063602e-001
+3.60000000000e+006, +3.52124332368e-006, +5.40472078429e-001
+3.70000000000e+006, +3.52423103240e-006, +5.48528548718e-001
+3.80000000000e+006, +3.52739411056e-006, +5.58919686131e-001
+3.90000000000e+006, +3.53108628348e-006, +5.73670872227e-001
+4.00000000000e+006, +3.53403957357e-006, +5.81934305007e-001
+4.10000000000e+006, +3.53748773361e-006, +5.92518543125e-001
+4.20000000000e+006, +3.54098482353e-006, +6.02408485270e-001
+4.30000000000e+006, +3.54478542168e-006, +6.17473337658e-001
+4.40000000000e+006, +3.54860772082e-006, +6.29255233452e-001
+4.50000000000e+006, +3.55251750813e-006, +6.40147227067e-001
+4.60000000000e+006, +3.55652905209e-006, +6.53287020764e-001
+4.70000000000e+006, +3.56066928989e-006, +6.66123867992e-001
+4.80000000000e+006, +3.56491281039e-006, +6.78782726104e-001
+4.90000000000e+006, +3.56923661758e-006, +6.92200470817e-001
+5.00000000000e+006, +3.57373033435e-006, +7.04736185424e-001
+5.10000000000e+006, +3.57825470203e-006, +7.19082149536e-001
+5.20000000000e+006, +3.58298045545e-006, +7.32633397203e-001
+5.30000000000e+006, +3.58774654800e-006, +7.48205929356e-001
+5.40000000000e+006, +3.59265329922e-006, +7.62827775263e-001
+5.50000000000e+006, +3.59767102015e-006, +7.76961440881e-001
+5.60000000000e+006, +3.60281036309e-006, +7.92534932163e-001
+5.70000000000e+006, +3.60804540151e-006, +8.07880905317e-001
+5.80000000000e+006, +3.61343020486e-006, +8.22914992810e-001
+5.90000000000e+006, +3.61890469772e-006, +8.38847849968e-001
+6.00000000000e+006, +3.62450679784e-006, +8.55445599298e-001
+6.10000000000e+006, +3.63019845099e-006, +8.72024305473e-001
+6.20000000000e+006, +3.63603702611e-006, +8.88481126844e-001
+6.30000000000e+006, +3.64199212514e-006, +9.08552504429e-001
+6.40000000000e+006, +3.64808128229e-006, +9.27785426879e-001
+6.50000000000e+006, +3.65429916891e-006, +9.45921949303e-001
+6.60000000000e+006, +3.66057870308e-006, +9.64705373351e-001
+6.70000000000e+006, +3.66705953065e-006, +9.84481031181e-001
+6.80000000000e+006, +3.67359727121e-006, +1.00390220134e+000
+6.90000000000e+006, +3.68028946404e-006, +1.02377528160e+000
+7.00000000000e+006, +3.68712418361e-006, +1.04815016417e+000
+7.10000000000e+006, +3.69401391136e-006, +1.06537467107e+000
+7.20000000000e+006, +3.70112562677e-006, +1.08687895435e+000
+7.30000000000e+006, +3.70834685199e-006, +1.10879345736e+000
+7.40000000000e+006, +3.71569012588e-006, +1.13193266465e+000
+7.50000000000e+006, +3.72309787440e-006, +1.15223051167e+000
+7.60000000000e+006, +3.73061356362e-006, +1.17732951747e+000
+7.70000000000e+006, +3.73828036122e-006, +1.20123007984e+000
+7.80000000000e+006, +3.74625274130e-006, +1.22815103087e+000
+7.90000000000e+006, +3.75440313132e-006, +1.25531191171e+000
+8.00000000000e+006, +3.76260696357e-006, +1.28059027178e+000
+8.10000000000e+006, +3.77086386149e-006, +1.30856669512e+000
+8.20000000000e+006, +3.77925641281e-006, +1.33576564352e+000
+8.30000000000e+006, +3.78793191555e-006, +1.36563922980e+000
+8.40000000000e+006, +3.79669009235e-006, +1.39560452579e+000
+8.50000000000e+006, +3.80554858603e-006, +1.42541422639e+000
+8.60000000000e+006, +3.81459455071e-006, +1.45714815556e+000
+8.70000000000e+006, +3.82379067185e-006, +1.48854371874e+000
+8.80000000000e+006, +3.83315183596e-006, +1.52053012345e+000
+8.90000000000e+006, +3.84266427318e-006, +1.55640999670e+000
+9.00000000000e+006, +3.85230854622e-006, +1.59054189934e+000
+9.10000000000e+006, +3.86229192378e-006, +1.62500151959e+000
+9.20000000000e+006, +3.87232883741e-006, +1.66537341692e+000
+9.30000000000e+006, +3.88254264027e-006, +1.70216041242e+000
+9.40000000000e+006, +3.89291394520e-006, +1.74078064650e+000
+9.50000000000e+006, +3.90320335345e-006, +1.77524480008e+000
+9.60000000000e+006, +3.91415176152e-006, +1.81942960185e+000
+9.70000000000e+006, +3.92505019296e-006, +1.85970528382e+000
+9.80000000000e+006, +3.93621704277e-006, +1.90569439593e+000
+9.90000000000e+006, +3.94745576493e-006, +1.95136795389e+000
+1.00000000000e+007, +3.95890970194e-006, +1.99313286829e+000
END
