!Keysight Technologies,E4990A,MY54403790,A.04.00
!Date: Tue Mar 19 11:39:31 2024

BEGIN CH1_DATA
Frequency(Hz), Ls(H)-data, Rs(Ohm)-data
+9.00000000000e+006, +4.05400574957e-006, +1.06708551449e+000
+9.10000000000e+006, +4.05623865829e-006, +1.07888458812e+000
+9.20000000000e+006, +4.05845942383e-006, +1.09464234410e+000
+9.30000000000e+006, +4.06075664913e-006, +1.10387784252e+000
+9.40000000000e+006, +4.06308735508e-006, +1.11995175531e+000
+9.50000000000e+006, +4.06524118680e-006, +1.13169289632e+000
+9.60000000000e+006, +4.06776667778e-006, +1.14199937675e+000
+9.70000000000e+006, +4.07012595231e-006, +1.15661534692e+000
+9.80000000000e+006, +4.07254023344e-006, +1.17064259821e+000
+9.90000000000e+006, +4.07493872343e-006, +1.18253730305e+000
+1.00000000000e+007, +4.07744642047e-006, +1.19949688647e+000
END
