!Keysight Technologies,E4990A,MY54403790,A.04.00
!Date: Tue Mar 19 12:05:35 2024

BEGIN CH1_DATA
Frequency(Hz), Ls(H)-data, Rs(Ohm)-data
+3.00000000000e+006, +1.08105565058e-006, +1.86416358362e-001
+3.10000000000e+006, +1.08091027389e-006, +1.89404463072e-001
+3.20000000000e+006, +1.08077533187e-006, +1.92584689872e-001
+3.30000000000e+006, +1.08066068701e-006, +1.95768676501e-001
+3.40000000000e+006, +1.08055075681e-006, +1.98702149344e-001
+3.50000000000e+006, +1.08043903857e-006, +2.02172463126e-001
+3.60000000000e+006, +1.08034230004e-006, +2.04840444374e-001
+3.70000000000e+006, +1.08026185365e-006, +2.07595301578e-001
+3.80000000000e+006, +1.08017933885e-006, +2.10618624391e-001
+3.90000000000e+006, +1.08011516723e-006, +2.12257638743e-001
+4.00000000000e+006, +1.08002158047e-006, +2.15802317082e-001
+4.10000000000e+006, +1.07993698875e-006, +2.18987506139e-001
+4.20000000000e+006, +1.07987182098e-006, +2.22409308763e-001
+4.30000000000e+006, +1.07980396697e-006, +2.24691300219e-001
+4.40000000000e+006, +1.07973990322e-006, +2.27210506408e-001
+4.50000000000e+006, +1.07968753837e-006, +2.29944197423e-001
+4.60000000000e+006, +1.07963155751e-006, +2.32653618666e-001
+4.70000000000e+006, +1.07958414158e-006, +2.35455851975e-001
+4.80000000000e+006, +1.07953170339e-006, +2.37773907232e-001
+4.90000000000e+006, +1.07949025325e-006, +2.40753940875e-001
+5.00000000000e+006, +1.07944563893e-006, +2.43164617761e-001
+5.10000000000e+006, +1.07940774914e-006, +2.45482143361e-001
+5.20000000000e+006, +1.07937271496e-006, +2.48172624370e-001
+5.30000000000e+006, +1.07934446498e-006, +2.50571610074e-001
+5.40000000000e+006, +1.07930834734e-006, +2.53175320080e-001
+5.50000000000e+006, +1.07927468408e-006, +2.55799817839e-001
+5.60000000000e+006, +1.07925337514e-006, +2.58295315563e-001
+5.70000000000e+006, +1.07922546091e-006, +2.60913250292e-001
+5.80000000000e+006, +1.07920786909e-006, +2.62940929088e-001
+5.90000000000e+006, +1.07919589608e-006, +2.65466044395e-001
+6.00000000000e+006, +1.07915553284e-006, +2.67974156182e-001
+6.10000000000e+006, +1.07916210312e-006, +2.70521955404e-001
+6.20000000000e+006, +1.07913549565e-006, +2.72748038723e-001
+6.30000000000e+006, +1.07913467953e-006, +2.74935195069e-001
+6.40000000000e+006, +1.07911024236e-006, +2.77244444036e-001
+6.50000000000e+006, +1.07910288001e-006, +2.79683396392e-001
+6.60000000000e+006, +1.07909653338e-006, +2.81938013548e-001
+6.70000000000e+006, +1.07910334594e-006, +2.84341233940e-001
+6.80000000000e+006, +1.07908817742e-006, +2.86768674861e-001
+6.90000000000e+006, +1.07909981062e-006, +2.89110810919e-001
+7.00000000000e+006, +1.07908662722e-006, +2.90951190066e-001
+7.10000000000e+006, +1.07909149097e-006, +2.93397484809e-001
+7.20000000000e+006, +1.07910513886e-006, +2.95345850101e-001
+7.30000000000e+006, +1.07910534349e-006, +2.97510775161e-001
+7.40000000000e+006, +1.07911278029e-006, +2.99764482427e-001
+7.50000000000e+006, +1.07912389932e-006, +3.01922613347e-001
+7.60000000000e+006, +1.07913294137e-006, +3.04166090485e-001
+7.70000000000e+006, +1.07914676075e-006, +3.06229822768e-001
+7.80000000000e+006, +1.07915505940e-006, +3.08167032115e-001
+7.90000000000e+006, +1.07915890343e-006, +3.10063203378e-001
+8.00000000000e+006, +1.07916118257e-006, +3.13129792640e-001
+8.10000000000e+006, +1.07917594627e-006, +3.14335686719e-001
+8.20000000000e+006, +1.07919980739e-006, +3.16966920903e-001
+8.30000000000e+006, +1.07920790378e-006, +3.18884745304e-001
+8.40000000000e+006, +1.07917996002e-006, +3.20201462907e-001
+8.50000000000e+006, +1.07918802721e-006, +3.22278134142e-001
+8.60000000000e+006, +1.07921481035e-006, +3.24220309185e-001
+8.70000000000e+006, +1.07923681452e-006, +3.26482998063e-001
+8.80000000000e+006, +1.07926042467e-006, +3.28153056879e-001
+8.90000000000e+006, +1.07928192547e-006, +3.30416567793e-001
+9.00000000000e+006, +1.07929980226e-006, +3.32456450436e-001
+9.10000000000e+006, +1.07933247567e-006, +3.34639220687e-001
+9.20000000000e+006, +1.07936402861e-006, +3.37031032949e-001
+9.30000000000e+006, +1.07939873550e-006, +3.38802159768e-001
+9.40000000000e+006, +1.07942193463e-006, +3.41156381447e-001
+9.50000000000e+006, +1.07947339235e-006, +3.46332956871e-001
+9.60000000000e+006, +1.07949099187e-006, +3.45244972453e-001
+9.70000000000e+006, +1.07952336528e-006, +3.47486278491e-001
+9.80000000000e+006, +1.07955349664e-006, +3.49453867452e-001
+9.90000000000e+006, +1.07958800339e-006, +3.51810988020e-001
+1.00000000000e+007, +1.07962608765e-006, +3.53216700378e-001
END
