!Keysight Technologies,E4990A,MY54403790,A.04.00
!Date: Tue Mar 19 12:18:21 2024

BEGIN CH1_DATA
Frequency(Hz), Ls(H)-data, Rs(Ohm)-data
+6.30000000000e+006, +3.10854509958e-006, +6.54553912625e-001
+6.40000000000e+006, +3.10923360951e-006, +6.60832990107e-001
+6.50000000000e+006, +3.10994397518e-006, +6.67175188840e-001
+6.60000000000e+006, +3.11059933449e-006, +6.75741471325e-001
+6.70000000000e+006, +3.11132221809e-006, +6.83501727920e-001
+6.80000000000e+006, +3.11205786860e-006, +6.90310887046e-001
+6.90000000000e+006, +3.11280692222e-006, +6.98117546408e-001
+7.00000000000e+006, +3.11356498218e-006, +7.06637727891e-001
+7.10000000000e+006, +3.11431871594e-006, +7.10657419785e-001
+7.20000000000e+006, +3.11511478670e-006, +7.18699594187e-001
+7.30000000000e+006, +3.11593162955e-006, +7.25205904033e-001
+7.40000000000e+006, +3.11671252655e-006, +7.33516393008e-001
+7.50000000000e+006, +3.11754326057e-006, +7.38525236206e-001
+7.60000000000e+006, +3.11837563637e-006, +7.47755110031e-001
+7.70000000000e+006, +3.11926868178e-006, +7.54919670827e-001
+7.80000000000e+006, +3.12015386271e-006, +7.63547566915e-001
+7.90000000000e+006, +3.12105361543e-006, +7.72649869129e-001
+8.00000000000e+006, +3.12198227473e-006, +7.80310067834e-001
+8.10000000000e+006, +3.12283969674e-006, +7.88479550254e-001
+8.20000000000e+006, +3.12376353493e-006, +7.95642555520e-001
+8.30000000000e+006, +3.12469481346e-006, +8.04281035943e-001
+8.40000000000e+006, +3.12565192574e-006, +8.12392802943e-001
+8.50000000000e+006, +3.12661515178e-006, +8.20677039458e-001
+8.60000000000e+006, +3.12758910891e-006, +8.27818398830e-001
+8.70000000000e+006, +3.12856263901e-006, +8.35875551051e-001
+8.80000000000e+006, +3.12956651058e-006, +8.45586995564e-001
+8.90000000000e+006, +3.13059601126e-006, +8.53569668630e-001
+9.00000000000e+006, +3.13163733101e-006, +8.60421913639e-001
+9.10000000000e+006, +3.13269006992e-006, +8.69427911993e-001
+9.20000000000e+006, +3.13375398166e-006, +8.78151973553e-001
+9.30000000000e+006, +3.13486649916e-006, +8.86924225735e-001
+9.40000000000e+006, +3.13600031997e-006, +8.96397413929e-001
+9.50000000000e+006, +3.13716063181e-006, +9.02745732583e-001
+9.60000000000e+006, +3.13822587598e-006, +9.12100551199e-001
+9.70000000000e+006, +3.13932505846e-006, +9.22544139950e-001
+9.80000000000e+006, +3.14048186544e-006, +9.32263712685e-001
+9.90000000000e+006, +3.14164922853e-006, +9.40977369341e-001
+1.00000000000e+007, +3.14282753927e-006, +9.48027679610e-001
END
