!Keysight Technologies,E4990A,MY54403790,A.04.00
!Date: Tue Mar 19 12:07:09 2024

BEGIN CH1_DATA
Frequency(Hz), Ls(H)-data, Rs(Ohm)-data
+7.20000000000e+006, +1.30829140726e-006, +3.34410134675e-001
+7.30000000000e+006, +1.30832978495e-006, +3.36611844852e-001
+7.40000000000e+006, +1.30837388044e-006, +3.38934009975e-001
+7.50000000000e+006, +1.30842942238e-006, +3.41501588778e-001
+7.60000000000e+006, +1.30847315693e-006, +3.43841119402e-001
+7.70000000000e+006, +1.30853828846e-006, +3.46092013389e-001
+7.80000000000e+006, +1.30859819949e-006, +3.48530913396e-001
+7.90000000000e+006, +1.30863787722e-006, +3.51624558579e-001
+8.00000000000e+006, +1.30870454445e-006, +3.54201397715e-001
+8.10000000000e+006, +1.30875139536e-006, +3.56809908010e-001
+8.20000000000e+006, +1.30881969664e-006, +3.59381272104e-001
+8.30000000000e+006, +1.30888261105e-006, +3.61904945501e-001
+8.40000000000e+006, +1.30894595651e-006, +3.65065712658e-001
+8.50000000000e+006, +1.30901481859e-006, +3.67450800252e-001
+8.60000000000e+006, +1.30911537115e-006, +3.69554182872e-001
+8.70000000000e+006, +1.30918653438e-006, +3.71953264823e-001
+8.80000000000e+006, +1.30926274336e-006, +3.74616921645e-001
+8.90000000000e+006, +1.30933559213e-006, +3.77449652299e-001
+9.00000000000e+006, +1.30940298146e-006, +3.79590388334e-001
+9.10000000000e+006, +1.30951609843e-006, +3.82282376984e-001
+9.20000000000e+006, +1.30959780023e-006, +3.84568097745e-001
+9.30000000000e+006, +1.30969189176e-006, +3.86932644896e-001
+9.40000000000e+006, +1.30976877971e-006, +3.89691024198e-001
+9.50000000000e+006, +1.30991323399e-006, +3.92601651509e-001
+9.60000000000e+006, +1.30995451335e-006, +3.94550544461e-001
+9.70000000000e+006, +1.31004946676e-006, +3.96769647095e-001
+9.80000000000e+006, +1.31014017251e-006, +3.98931434901e-001
+9.90000000000e+006, +1.31023966409e-006, +4.01494423142e-001
+1.00000000000e+007, +1.31034459827e-006, +4.04098079654e-001
END
