!Keysight Technologies,E4990A,MY54403790,A.04.00
!Date: Tue Mar 19 12:10:55 2024

BEGIN CH1_DATA
Frequency(Hz), Ls(H)-data, Rs(Ohm)-data
+5.60000000000e+006, +1.53555294526e-006, +3.38816947088e-001
+5.70000000000e+006, +1.53561578804e-006, +3.42159744768e-001
+5.80000000000e+006, +1.53569424548e-006, +3.45713078036e-001
+5.90000000000e+006, +1.53578456394e-006, +3.48982239328e-001
+6.00000000000e+006, +1.53583586018e-006, +3.51096990532e-001
+6.10000000000e+006, +1.53592394100e-006, +3.54637522018e-001
+6.20000000000e+006, +1.53602004436e-006, +3.57707789675e-001
+6.30000000000e+006, +1.53609672571e-006, +3.61087154542e-001
+6.40000000000e+006, +1.53620469514e-006, +3.64087305626e-001
+6.50000000000e+006, +1.53629421099e-006, +3.67303223328e-001
+6.60000000000e+006, +1.53641619439e-006, +3.70590849377e-001
+6.70000000000e+006, +1.53653332048e-006, +3.74024394782e-001
+6.80000000000e+006, +1.53665820135e-006, +3.76557790627e-001
+6.90000000000e+006, +1.53677213652e-006, +3.79746463111e-001
+7.00000000000e+006, +1.53691522529e-006, +3.84086731204e-001
+7.10000000000e+006, +1.53706731988e-006, +3.86010770221e-001
+7.20000000000e+006, +1.53719920267e-006, +3.89234880601e-001
+7.30000000000e+006, +1.53734855604e-006, +3.92117951837e-001
+7.40000000000e+006, +1.53750494171e-006, +3.95391812105e-001
+7.50000000000e+006, +1.53762730245e-006, +3.98222811177e-001
+7.60000000000e+006, +1.53778571852e-006, +4.01249452119e-001
+7.70000000000e+006, +1.53795807078e-006, +4.04136577495e-001
+7.80000000000e+006, +1.53810956399e-006, +4.07166313187e-001
+7.90000000000e+006, +1.53826307046e-006, +4.10175555154e-001
+8.00000000000e+006, +1.53840828838e-006, +4.13215307727e-001
+8.10000000000e+006, +1.53857767163e-006, +4.16973806766e-001
+8.20000000000e+006, +1.53874683443e-006, +4.20393199098e-001
+8.30000000000e+006, +1.53892165906e-006, +4.23620032281e-001
+8.40000000000e+006, +1.53910030504e-006, +4.26420317852e-001
+8.50000000000e+006, +1.53927713273e-006, +4.29435996889e-001
+8.60000000000e+006, +1.53946521772e-006, +4.33075543498e-001
+8.70000000000e+006, +1.53964020895e-006, +4.36784918181e-001
+8.80000000000e+006, +1.53985279702e-006, +4.39872760664e-001
+8.90000000000e+006, +1.54003636019e-006, +4.42838413339e-001
+9.00000000000e+006, +1.54023179095e-006, +4.46200248675e-001
+9.10000000000e+006, +1.54044828577e-006, +4.49126529384e-001
+9.20000000000e+006, +1.54065273722e-006, +4.52810412053e-001
+9.30000000000e+006, +1.54087186159e-006, +4.55669730916e-001
+9.40000000000e+006, +1.54108855973e-006, +4.58362250309e-001
+9.50000000000e+006, +1.54135246559e-006, +4.64059694470e-001
+9.60000000000e+006, +1.54152223122e-006, +4.64572153549e-001
+9.70000000000e+006, +1.54174394850e-006, +4.68566996976e-001
+9.80000000000e+006, +1.54196307243e-006, +4.70767029061e-001
+9.90000000000e+006, +1.54219281393e-006, +4.74356586552e-001
+1.00000000000e+007, +1.54242689359e-006, +4.77520813720e-001
END
