!Keysight Technologies,E4990A,MY54403790,A.04.00
!Date: Tue Mar 19 12:25:30 2024

BEGIN CH1_DATA
Frequency(Hz), Ls(H)-data, Rs(Ohm)-data
+8.00000000000e+006, +4.88682201289e-006, +1.15600376751e+000
+8.10000000000e+006, +4.88955094699e-006, +1.16870162606e+000
+8.20000000000e+006, +4.89227545436e-006, +1.18351778548e+000
+8.30000000000e+006, +4.89507613826e-006, +1.19890660141e+000
+8.40000000000e+006, +4.89794827110e-006, +1.21435491434e+000
+8.50000000000e+006, +4.90078248244e-006, +1.23236977639e+000
+8.60000000000e+006, +4.90368962457e-006, +1.24881137925e+000
+8.70000000000e+006, +4.90668064653e-006, +1.26431216484e+000
+8.80000000000e+006, +4.90966061038e-006, +1.28063398812e+000
+8.90000000000e+006, +4.91274130636e-006, +1.29689251258e+000
+9.00000000000e+006, +4.91576689088e-006, +1.31262249014e+000
+9.10000000000e+006, +4.91897251039e-006, +1.32817938139e+000
+9.20000000000e+006, +4.92211914013e-006, +1.34651628142e+000
+9.30000000000e+006, +4.92542111203e-006, +1.36141127458e+000
+9.40000000000e+006, +4.92865757764e-006, +1.37545093108e+000
+9.50000000000e+006, +4.93185640361e-006, +1.40086687855e+000
+9.60000000000e+006, +4.93526797469e-006, +1.41079672889e+000
+9.70000000000e+006, +4.93867543877e-006, +1.42924528314e+000
+9.80000000000e+006, +4.94204964191e-006, +1.44631126803e+000
+9.90000000000e+006, +4.94547608736e-006, +1.46321910387e+000
+1.00000000000e+007, +4.94903505446e-006, +1.48656806038e+000
END
