!Keysight Technologies,E4990A,MY54403790,A.04.00
!Date: Fri Jun 07 11:32:51 2024

BEGIN CH1_DATA
Frequency(Hz), Ls(H)-data, Rs(Ohm)-data
+4.80000000000e+006, +8.96753997678e-008, +3.34581221644e-002
+4.90000000000e+006, +8.96657375527e-008, +3.37757870452e-002
+5.00000000000e+006, +8.96668583986e-008, +3.40637639581e-002
+5.10000000000e+006, +8.96572945711e-008, +3.42595558145e-002
+5.20000000000e+006, +8.96450015572e-008, +3.44250389736e-002
+5.30000000000e+006, +8.96428468331e-008, +3.47369403941e-002
+5.40000000000e+006, +8.96296363497e-008, +3.50117006061e-002
+5.50000000000e+006, +8.96247232847e-008, +3.51470125485e-002
+5.60000000000e+006, +8.96183961856e-008, +3.54444858734e-002
+5.70000000000e+006, +8.96109749670e-008, +3.56067017767e-002
+5.80000000000e+006, +8.96071897283e-008, +3.58621719108e-002
+5.90000000000e+006, +8.96046348985e-008, +3.61259369434e-002
+6.00000000000e+006, +8.95991985711e-008, +3.61830823533e-002
+6.10000000000e+006, +8.95933497496e-008, +3.65258071570e-002
+6.20000000000e+006, +8.95887234561e-008, +3.66937566854e-002
+6.30000000000e+006, +8.95779025735e-008, +3.70602015473e-002
+6.40000000000e+006, +8.95738195970e-008, +3.71549730199e-002
+6.50000000000e+006, +8.95698119855e-008, +3.73578323077e-002
+6.60000000000e+006, +8.95625092173e-008, +3.75354058246e-002
+6.70000000000e+006, +8.95611698604e-008, +3.77865734856e-002
+6.80000000000e+006, +8.95539427896e-008, +3.79901563421e-002
+6.90000000000e+006, +8.95523025303e-008, +3.82772106389e-002
+7.00000000000e+006, +8.95485686485e-008, +3.83753344092e-002
+7.10000000000e+006, +8.95443700693e-008, +3.85344583276e-002
+7.20000000000e+006, +8.95426775857e-008, +3.87515503853e-002
+7.30000000000e+006, +8.95381008594e-008, +3.89136675420e-002
+7.40000000000e+006, +8.95357405033e-008, +3.92491307113e-002
+7.50000000000e+006, +8.95350296940e-008, +3.92901371328e-002
+7.60000000000e+006, +8.95276143718e-008, +3.94047783944e-002
+7.70000000000e+006, +8.95268528699e-008, +3.95704047736e-002
+7.80000000000e+006, +8.95257684323e-008, +3.98171942831e-002
+7.90000000000e+006, +8.95149321930e-008, +4.01107898759e-002
+8.00000000000e+006, +8.95104683029e-008, +4.03494210035e-002
+8.10000000000e+006, +8.95070313820e-008, +4.04757890610e-002
+8.20000000000e+006, +8.95039398780e-008, +4.08539473731e-002
+8.30000000000e+006, +8.94993488204e-008, +4.08021585187e-002
+8.40000000000e+006, +8.94978571650e-008, +4.13086165358e-002
+8.50000000000e+006, +8.94938084924e-008, +4.12002384074e-002
+8.60000000000e+006, +8.94984557447e-008, +4.12973768780e-002
+8.70000000000e+006, +8.94927890580e-008, +4.15135608508e-002
+8.80000000000e+006, +8.94924731656e-008, +4.17667278582e-002
+8.90000000000e+006, +8.94908345394e-008, +4.18616669262e-002
+9.00000000000e+006, +8.94864066786e-008, +4.19544206284e-002
+9.10000000000e+006, +8.94848509607e-008, +4.22867450814e-002
+9.20000000000e+006, +8.94818329257e-008, +4.24678226024e-002
+9.30000000000e+006, +8.94815826333e-008, +4.27095934091e-002
+9.40000000000e+006, +8.94789976714e-008, +4.30443704985e-002
+9.50000000000e+006, +8.94847217636e-008, +4.31446343064e-002
+9.60000000000e+006, +8.94696302324e-008, +4.32604852772e-002
+9.70000000000e+006, +8.94714280281e-008, +4.35426256995e-002
+9.80000000000e+006, +8.94673087563e-008, +4.37514135366e-002
+9.90000000000e+006, +8.94657142408e-008, +4.39779062199e-002
+1.00000000000e+007, +8.94640584723e-008, +4.40637247418e-002
END
