!Keysight Technologies,E4990A,MY54403790,A.04.00
!Date: Tue Mar 19 12:03:54 2024

BEGIN CH1_DATA
Frequency(Hz), Ls(H)-data, Rs(Ohm)-data
+4.80000000000e+006, +8.85620740349e-007, +2.06351988770e-001
+4.90000000000e+006, +8.85579751904e-007, +2.08650137567e-001
+5.00000000000e+006, +8.85546049602e-007, +2.10937496126e-001
+5.10000000000e+006, +8.85493558413e-007, +2.13162515099e-001
+5.20000000000e+006, +8.85457469772e-007, +2.15542941649e-001
+5.30000000000e+006, +8.85401579401e-007, +2.17516341308e-001
+5.40000000000e+006, +8.85372787231e-007, +2.19899760548e-001
+5.50000000000e+006, +8.85327144625e-007, +2.21838382298e-001
+5.60000000000e+006, +8.85308162859e-007, +2.23926488016e-001
+5.70000000000e+006, +8.85273264319e-007, +2.26231315329e-001
+5.80000000000e+006, +8.85240337540e-007, +2.28084452483e-001
+5.90000000000e+006, +8.85213287306e-007, +2.30340630879e-001
+6.00000000000e+006, +8.85190863599e-007, +2.32061593431e-001
+6.10000000000e+006, +8.85161717360e-007, +2.34379359002e-001
+6.20000000000e+006, +8.85130215737e-007, +2.36403858073e-001
+6.30000000000e+006, +8.85112907441e-007, +2.38501669059e-001
+6.40000000000e+006, +8.85089301996e-007, +2.40496353852e-001
+6.50000000000e+006, +8.85075219231e-007, +2.42205759427e-001
+6.60000000000e+006, +8.85045843707e-007, +2.44312696251e-001
+6.70000000000e+006, +8.85042844607e-007, +2.46491392384e-001
+6.80000000000e+006, +8.85019495534e-007, +2.48069155095e-001
+6.90000000000e+006, +8.84998886866e-007, +2.50047145639e-001
+7.00000000000e+006, +8.84987456519e-007, +2.52674616790e-001
+7.10000000000e+006, +8.84980766477e-007, +2.53657550893e-001
+7.20000000000e+006, +8.84969194534e-007, +2.55568140577e-001
+7.30000000000e+006, +8.84966108775e-007, +2.57511839383e-001
+7.40000000000e+006, +8.84951618166e-007, +2.59241405482e-001
+7.50000000000e+006, +8.84942915565e-007, +2.61118590518e-001
+7.60000000000e+006, +8.84935703913e-007, +2.62966346462e-001
+7.70000000000e+006, +8.84931619677e-007, +2.64776280944e-001
+7.80000000000e+006, +8.84925903923e-007, +2.66458513297e-001
+7.90000000000e+006, +8.84913332029e-007, +2.68527904481e-001
+8.00000000000e+006, +8.84931012175e-007, +2.70273140190e-001
+8.10000000000e+006, +8.84906371645e-007, +2.72191275467e-001
+8.20000000000e+006, +8.84903163846e-007, +2.74026812311e-001
+8.30000000000e+006, +8.84897617766e-007, +2.75722047202e-001
+8.40000000000e+006, +8.84891987130e-007, +2.77623017071e-001
+8.50000000000e+006, +8.84889951806e-007, +2.79837311898e-001
+8.60000000000e+006, +8.84899888086e-007, +2.81896954907e-001
+8.70000000000e+006, +8.84896409350e-007, +2.83397904004e-001
+8.80000000000e+006, +8.84901543273e-007, +2.85395714842e-001
+8.90000000000e+006, +8.84905338707e-007, +2.87433520641e-001
+9.00000000000e+006, +8.84908019646e-007, +2.89150597455e-001
+9.10000000000e+006, +8.84911607713e-007, +2.90637319487e-001
+9.20000000000e+006, +8.84924034693e-007, +2.92745832664e-001
+9.30000000000e+006, +8.84929486712e-007, +2.94204443498e-001
+9.40000000000e+006, +8.84944619534e-007, +2.95420592750e-001
+9.50000000000e+006, +8.84880810676e-007, +2.95353006224e-001
+9.60000000000e+006, +8.84876390360e-007, +2.98285613203e-001
+9.70000000000e+006, +8.84877321227e-007, +3.00476683991e-001
+9.80000000000e+006, +8.84890884160e-007, +3.01683029268e-001
+9.90000000000e+006, +8.84879343525e-007, +3.03602996259e-001
+1.00000000000e+007, +8.84858751971e-007, +3.05017472839e-001
END
