!Keysight Technologies,E4990A,MY54403790,A.04.00
!Date: Tue Mar 19 12:01:47 2024

BEGIN CH1_DATA
Frequency(Hz), Ls(H)-data, Rs(Ohm)-data
+4.80000000000e+006, +7.04449345721e-007, +1.73863152890e-001
+4.90000000000e+006, +7.04399381234e-007, +1.75714477626e-001
+5.00000000000e+006, +7.04378475179e-007, +1.77547961580e-001
+5.10000000000e+006, +7.04326543631e-007, +1.79455807507e-001
+5.20000000000e+006, +7.04294763947e-007, +1.81111693921e-001
+5.30000000000e+006, +7.04244063955e-007, +1.82985727298e-001
+5.40000000000e+006, +7.04212088463e-007, +1.84992038836e-001
+5.50000000000e+006, +7.04177740098e-007, +1.86764487996e-001
+5.60000000000e+006, +7.04149030465e-007, +1.88626634562e-001
+5.70000000000e+006, +7.04118512685e-007, +1.90277175632e-001
+5.80000000000e+006, +7.04087349749e-007, +1.91960618218e-001
+5.90000000000e+006, +7.04071263211e-007, +1.93982469253e-001
+6.00000000000e+006, +7.04042645620e-007, +1.95566594998e-001
+6.10000000000e+006, +7.04027665929e-007, +1.97241064078e-001
+6.20000000000e+006, +7.03994569958e-007, +1.99087683569e-001
+6.30000000000e+006, +7.03971317389e-007, +2.00575633679e-001
+6.40000000000e+006, +7.03951960910e-007, +2.02482889524e-001
+6.50000000000e+006, +7.03931786428e-007, +2.04001936224e-001
+6.60000000000e+006, +7.03914943658e-007, +2.05702207566e-001
+6.70000000000e+006, +7.03898383379e-007, +2.07434214819e-001
+6.80000000000e+006, +7.03885310960e-007, +2.09013512891e-001
+6.90000000000e+006, +7.03865263950e-007, +2.10629237808e-001
+7.00000000000e+006, +7.03850292303e-007, +2.12731674661e-001
+7.10000000000e+006, +7.03847064035e-007, +2.13486899859e-001
+7.20000000000e+006, +7.03832469821e-007, +2.15211045365e-001
+7.30000000000e+006, +7.03817691479e-007, +2.16720017555e-001
+7.40000000000e+006, +7.03808339245e-007, +2.18256670591e-001
+7.50000000000e+006, +7.03795822206e-007, +2.19806144485e-001
+7.60000000000e+006, +7.03791663815e-007, +2.21449861470e-001
+7.70000000000e+006, +7.03782929148e-007, +2.22851148123e-001
+7.80000000000e+006, +7.03774257206e-007, +2.24276214169e-001
+7.90000000000e+006, +7.03762431811e-007, +2.25819695244e-001
+8.00000000000e+006, +7.03754483533e-007, +2.27497038566e-001
+8.10000000000e+006, +7.03747604963e-007, +2.29465341256e-001
+8.20000000000e+006, +7.03743271124e-007, +2.30796565896e-001
+8.30000000000e+006, +7.03733274171e-007, +2.32326688364e-001
+8.40000000000e+006, +7.03730232842e-007, +2.34020118697e-001
+8.50000000000e+006, +7.03720249991e-007, +2.35496170760e-001
+8.60000000000e+006, +7.03720437670e-007, +2.37045731551e-001
+8.70000000000e+006, +7.03722209504e-007, +2.38628203725e-001
+8.80000000000e+006, +7.03720550046e-007, +2.40041174684e-001
+8.90000000000e+006, +7.03721238409e-007, +2.41713971411e-001
+9.00000000000e+006, +7.03714949757e-007, +2.43257178127e-001
+9.10000000000e+006, +7.03717474719e-007, +2.44644468448e-001
+9.20000000000e+006, +7.03727022620e-007, +2.46193257064e-001
+9.30000000000e+006, +7.03728068219e-007, +2.47632755016e-001
+9.40000000000e+006, +7.03734367667e-007, +2.48924479899e-001
+9.50000000000e+006, +7.03752256550e-007, +2.52833207074e-001
+9.60000000000e+006, +7.03733339846e-007, +2.51832202896e-001
+9.70000000000e+006, +7.03740008280e-007, +2.53029464705e-001
+9.80000000000e+006, +7.03743781556e-007, +2.54561031944e-001
+9.90000000000e+006, +7.03748110881e-007, +2.56081261698e-001
+1.00000000000e+007, +7.03760034445e-007, +2.57001702040e-001
END
